ambient_temperature,humidity,dissolved_oxygen,electrical_conductivity,ph_level,temperature,Week,Weight
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,0.0,13.5
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,0.0,8.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,0.0,10.5
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,0.0,10.86666667
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,1.0,32.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,1.0,24.1
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,1.0,29.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,1.0,28.76666667
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,2.0,55.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,2.0,62.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,2.0,53.2
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,2.0,57.13333333
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,3.0,79.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,3.0,74.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,3.0,88.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,3.0,80.93333333
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,4.0,100.4
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,4.0,91.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,4.0,88.9
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,4.0,93.63333333
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,5.0,129.3
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,5.0,123.6
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,5.0,111.5
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.95052083333333,5.0,121.4666667
34.36285456386181,64.69319661458333,6.748143459414961,9.198906868584205,7.089194699286442,30.43348623853211,0.0,13.5
