ambient_temperature,humidity,dissolved_oxygen,electrical_conductivity,ph_level,temperature
34.89659786224365,62.753868103027344,6.307199976022088,9.256472692193595,6.984857448726618,30.950520833333332
34.36285456386181,64.69319661458333,6.748143459414961,9.198906868584205,7.089194699286442,30.43348623853211
31.62001885827431,73.22111027529192,7.264633450178605,9.02652331821195,7.563555939353087,28.250382848392036
30.30418314210854,76.36771092553599,7.208256250216594,8.451397572874988,8.035778765573221,26.48468606431853
30.36014241909762,75.20344118824063,7.075773278658425,8.008163027750511,8.565331218782275,26.515290519877677
30.58013542140242,73.51716349720041,6.998574338969034,8.752854581914763,7.9637045573540926,26.868300153139355
30.956780286149264,71.99235948267611,7.712689138900731,9.034860067323399,7.795068339775403,27
30.706213210662327,71.89903084023258,7.912854139642806,9.63746649982369,7.09922822872262,27.011485451761104
30.87124803617069,69.82201613221964,7.557927272005656,9.195230255616664,7.387807038847402,27.626475548060707
33.69519958496094,59.90106201171875,7.990925395140648,11.107114575378771,6.046371422132071,30.355
36.700206083409924,55.353800455729164,6.750522543636863,10.807842578559091,6.975252665862378,32.27450980392157
38.84184966216216,50.79444679054054,6.396824574061561,9.112963877669072,7.215022324555794,34.24324324324324
35.64192389562932,62.17270717825941,5.724277270007162,11.303243902197854,7.869988336454345,32.974654377880185
31.778211535120302,74.92480131746069,6.736992908862466,12.225722231020319,7.32081727691429,28.97622699386503
30.968685969253258,76.61716016523677,7.017258127192803,12.23366718240159,7.543801012401301,27.0989263803681
31.12921768819391,75.15784083975402,6.628432515288307,11.876258365261974,7.881327870431049,27.33690658499234
31.3220907574051,75.10567881578316,6.370512120302841,11.683691817225595,8.275621136262135,27.803680981595093
32.1639602754745,71.77929088381902,6.23272472333266,11.607556032640595,8.213590471094294,28.346625766871167
32.43246687219498,69.44167766165226,6.289843341792793,11.974536343293806,7.959982305468046,28.84840425531915
35.94351246317879,59.914750896516395,5.437469297786555,11.348461828130295,8.06225776536355,33.34918032786885
31.882039637653374,72.67688212950537,5.1756902162232565,10.65610969136645,9.056327784622065,30.170245398773005
30.660414432455426,76.19092508327742,5.604365339918393,10.65258680316883,9.187838325514267,26.500766871165645
31.058072049193587,73.96360994116661,5.721408977309571,10.63460970368054,9.319659970327596,26.60122699386503
31.37236753124401,72.65416244787673,5.599588567135114,10.688159541804028,9.230018832157365,26.914110429447852
31.378335061883853,72.65547420858059,5.934759503954614,11.34996162362421,8.686724574535237,27.68989280245023
31.881020461456686,71.40444984918908,6.313743326699842,11.698862614987917,8.20801630706116,28.046413502109704
30.099568194653614,71.11025890672063,7.776756104096025,11.899079324699851,6.707043182873482,26.05421686746988
37.873874787361395,50.95080303889449,6.027926041267386,11.138185022825063,6.960346887488155,34.57258064516129
37.123713593637966,53.46840736287046,6.2341374308101605,11.032736965241291,7.02128804753699,33.69502868068834
34.75575530583957,59.65548045074885,6.380031996477807,10.753300501981816,7.419016945549692,31.122119815668203
30.866726834349837,69.08637672845572,7.532506131574786,11.51207396825573,6.986648456717151,27.513803680981596
29.061721146472394,72.94458494595955,8.50721509734334,12.10871003522915,6.688420781188865,24.487730061349694
29.374615843044122,71.58033011700805,8.70706331909376,12.043308415754248,6.667671719195497,24.697549770290966
30.173880454221386,69.37218414493866,8.4572980191074,12.305108067282413,6.4818564193183095,25.695552147239265
30.252508591336444,69.21954136837572,8.578646007417259,12.33943100940387,6.21747729728664,26.304182509505704
36.87626342773437,53.23089599609375,6.528457566392181,10.909572846761344,7.165896626849976,31.631666666666668
37.46988202940743,52.121236549233494,6.138077211888495,10.782944414330967,7.020900574500022,33.613207547169814
30.134427388509113,68.87897067599826,6.62837281292945,10.928906729946675,8.211435404302206,26.497222222222224
30.233575347670936,71.57198110021146,6.651310219767782,11.015854196068268,8.051500454991425,26.49436090225564
30.167976293670996,65.9726809383778,7.808478741805603,10.833222952090185,7.024259736181696,26.5
30.501505845894844,63.959751246165645,7.70509999718019,11.108723808000326,6.9959556490249994,26.980828220858896
32.280055454799104,64.55337829121063,7.372711277645739,11.568785672341152,6.960983033678187,28.440860215053764
34.90459442138672,58.227897412849195,6.831441153267576,10.561262035923823,6.974879798662758,30.904356060606062
30.657518963481106,74.20323098352713,6.9116406931616465,8.448067543699771,8.33457553029231,26.5
30.7477038839589,73.96505604619566,6.670465253438898,8.438514264182789,8.057926918893493,26.641304347826086
39.79922703334263,51.448495047433035,6.410443489751338,9.578815654324297,6.643823046459962,35.875
37.50526284271816,55.54736635220126,6.559416499598556,9.497844591561519,6.350019773686963,34.5251572327044
35.564734559694436,60.50918836140888,5.842576105979886,9.602871679990892,7.84208526310665,32.13169984686064
31.348704238610765,69.22214250623082,6.555224812462327,10.344943653176374,7.862725740461903,28.766104294478527
29.66811876749737,70.94420919374521,8.261918040025728,11.111632926006289,6.685161773075571,25.494640122511484
30.362371704662376,70.76819801038476,7.908696819290874,10.896616103589693,6.999283831044865,25.88667687595712
31.181329841088008,71.10044236935299,6.247063981561581,11.027771663913862,8.369211499706118,26.985451761102603
31.923234155572995,70.7732030950441,8.049207598407044,10.780825371434696,6.522619674765052,27.21472392638037
